Qualifier,63,199,Red 1,2,0,0,0,0,0,1,6,0,0,1,1,1,3,0,0,false,false,false,64,|climber is sketch, fast drivetrain but is top heavy, has to slow down to avoid tips. has to use human player for cargo and HP's, HP mech isn't used muc.|
Qualifier,64,7137,Red 1,1,0,0,0,0,0,1,5,0,3,1,1,1,1,0,0,false,false,false,32,|r a m p  b o t, intake shaky enough to cause problems ( probably going to break) , also had issues with placing. intake for cargo can miss. average speed. driver is good at aligning. dropped ramps but alliance member couldn't go on. as good as this robotcan possibly be.|
Qualifier,65,6238,Red 1,2,0,0,0,0,0,1,5,0,3,1,1,1,1,0,0,false,false,false,45,|didnt preload, played defense OK but got pushed around because they use meccanum wheels. drove around for no reason on their side at times, might be broken. |
Qualifier,66,701,Red 1,2,0,0,0,0,0,1,4,0,2,1,1,1,1,0,0,false,false,false,72,|tried to climb to lv 2, but couldn't. knocked out a HP and cargo. average all around. cargo mech is wobbly and doesn't have side panels. wpukld benefit greatly from panels probably. |
Qualifier,67,1072,Red 1,2,0,0,0,0,1,1,3,1,3,1,1,1,1,0,0,false,false,false,62,|got defended pretty hard.  one cargo wax knocked out of intake. very solid because of pass through.  very solid cargo robot . operator had trouble doing the passthrough while driving. not as coordinated as they could be.|
Qualifier,68,5419,Red 1,1,0,0,0,1,1,1,3,1,3,1,3,3,1,0,0,false,false,false,48,|lifted themselves but failed. hp mech is ok but they have pass through.elevator pretty fast. had issues placing. average drivetrains speed.|
Qualifier,69,5496,Red 1,1,1,0,0,1,1,1,3,1,5,1,3,3,2,0,0,false,false,false,85,|preloaded cargo, dropped quite a lot of cargo (intake was weak or could be a driver issue), average speed, |
Qualifier,70,1458,Red 1,1,1,0,0,1,1,1,3,1,5,1,3,1,1,0,0,false,false,false,64,|preloaded hatch, played defense for most of the match but it was weak (they could be pushed away easily by other robots), had trouble aligning hatch panel during sandstorm|
Qualifier,71,2141,Red 1,2,1,0,0,1,1,1,4,1,4,1,3,1,1,0,0,false,false,false,39,|intake was a little inconsistent, dropped a lot of cargo, moderate cycle time|
Qualifier,72,6305,Red 1,2,1,0,0,1,1,1,4,1,0,2,1,3,0,0,0,false,false,false,26,|were blocked by another robot when getting off hab level 2 but made it off, dropped a few hatch panels, moderate cycle time|
Qualifier,73,5875,Red 1,1,1,0,0,1,1,1,4,1,0,2,2,1,1,0,0,false,false,false,40,|had issues in taking ho from player station. very slow alignment BC I dont think they have can. had cargo mech but did t use it. literally just an incapable bot|
Qualifier,74,7529,Red 1,2,1,0,0,1,1,1,5,1,2,2,2,1,0,0,0,false,false,false,64,|very fast. so fast they could tip even without an elevator. can only do cargo into cargo ship, but about as good as they can be. good cycle time. probably would tip if they tried to yeet even though they are fast enough.|
Qualifier,75,7870,Red 1,1,1,0,0,1,1,1,5,1,2,2,2,1,1,0,0,false,false,false,68,|literally the worstrobot that can move. nonfunctionign elevator and other stuff, so it is slow. played defense because if was worthless. couldn't even prevent placement of HP. electronics are on wood. bumpers are painted on. pathetic in general.|
Qualifier,77,2367,Red 1,2,1,0,0,1,1,1,1,1,3,2,2,1,1,0,0,false,false,false,41,|has good speed. operator has absolutley no clue what their robot does. spent the game chasing 1 cargo. if operator knew what they were doing, would be pretty good. elevator OK, but the mech for cargo has 3 steps.|
Qualifier,78,5480,Red 1,2,1,0,0,1,1,1,1,1,3,2,2,1,1,0,0,false,false,false,41,|defense for entire match. blocked greybots from rocket for entire match. valkiant effort, but still somewhat useless. if they were faster would have been able to shut out half the opponents field. driver is a gamer. might notbhave used/had cam.|
Qualifier,79,6883,Red 1,2,1,0,0,1,1,1,1,1,3,2,2,1,1,0,0,false,false,true,44,|elevator still broke,has no intake. tried to do defense but got blocked by a pair of fighting ramp bots. tried to yeet to hab 2 but failed at that as well. Don't know why they aren't trying to repair. |
Qualifier,80,5250,Red 1,1,1,0,0,1,1,1,1,1,3,2,2,1,0,0,0,false,false,true,72,|wooden ramp bot. played counter defense. failed b/c citrus couldn't get the rocket fill. didn't even get to use ramps.|
Qualifier,81,3189,Red 1,1,1,0,0,1,1,1,3,1,3,2,2,1,2,0,0,false,false,true,70,|got defended pretty well, couldn't fill cargo ship. operator has gotten better. now they are average in all respects.|
Qualifier,82,2085,Red 1,2,1,0,0,1,1,1,6,1,3,1,2,1,1,0,0,false,false,true,67,|pretty solid. good cycle time, drover alignment is consistently good and fast. got defended but kept going. intake is men for cargo. HP mech is worthless and bad, they don't want to use it.|
Qualifier,83,4643,Red 1,2,1,0,0,1,1,1,1,1,3,1,2,1,1,0,0,false,false,true,55,|played counter defense badly, slow. didn't stop defense robot from blocking the cargo ship.|
Qualifier,84,5507,Red 1,1,1,0,0,1,1,1,5,1,3,2,2,1,3,0,0,false,false,true,52,|literally did  a 2v1 and won. hard carry. swerve drive means speedy cycles and good placement. didn't place in sandstorm for some reason.|
Qualifier,85,6662,Red 1,2,1,0,0,1,1,1,5,1,3,2,2,1,3,0,0,false,false,true,74,|slow, mech isn't very good but driver makes up for it to a degree. alignment is OK speed, robot is a little slow. parked to climb at 50 secs left.|
Qualifier,87,6619,Red 1,2,1,0,1,1,1,1,5,1,1,2,2,1,0,0,0,false,false,true,58,|didn't do anything of worth. intake is bad, pops wheelies whenever it moves forward. fell on its back at end. fast. tried to play defense and failed. got a ball stuck.|
